1371147597618,a40e94035a0b0b590973bb1ccbda49ef,20,0,true,100,false,0.0,0.0.3
1371147597618,7972ace7491caf79f6e7ebf2471d9ddd,35,0,true,75,false,0.0,0.0.3
1371147597618,88dd6e61d0d47b7737eb506729f49440,10,0,false,0,false,0.0,0.0.3
1371147597618,fcd4a10b15512ef2cdd3b8c6f190f681,50,0,true,150,false,0.0,0.0.3
1371147597618,50566401fd6ebfd02c56b4af00823f9c,75,0,true,50,false,0.0,0.0.3
1371147597618,e340cc321d1603920348ce1bb647d2c1,100,0,true,3,false,0.0,0.0.3
1371147597618,789c3be90b76d808cace5026e260ab1e,200,0,true,1,false,0.0,0.0.3
1371147597618,6d551d62c4247a50bd8e39c567ddbdd8,300,0,true,1,false,0.0,0.0.3
1371165009503,88dd6e61d0d47b7737eb506729f49440,10,0,false,0,false,10.0,0.0.3
1371165009503,fcd4a10b15512ef2cdd3b8c6f190f681,50,0,true,150,false,10.0,0.0.3
1371165009503,7972ace7491caf79f6e7ebf2471d9ddd,35,0,true,75,false,10.0,0.0.3
1371165009503,50566401fd6ebfd02c56b4af00823f9c,75,0,true,50,false,10.0,0.0.3
1371165009503,a40e94035a0b0b590973bb1ccbda49ef,20,0,true,100,false,10.0,0.0.3
1371165009503,e340cc321d1603920348ce1bb647d2c1,100,0,true,3,false,10.0,0.0.3
1371165009503,6d551d62c4247a50bd8e39c567ddbdd8,300,0,true,1,false,10.0,0.0.3
1371165009503,789c3be90b76d808cace5026e260ab1e,200,0,true,1,false,10.0,0.0.3
1371167412050,88dd6e61d0d47b7737eb506729f49440,10,0,false,0,false,30.0,0.0.3
1371167412050,a40e94035a0b0b590973bb1ccbda49ef,20,1,true,100,false,30.0,0.0.3
1371167412050,fcd4a10b15512ef2cdd3b8c6f190f681,50,0,true,150,false,30.0,0.0.3
1371167412050,7972ace7491caf79f6e7ebf2471d9ddd,35,0,true,75,false,30.0,0.0.3
1371167412050,50566401fd6ebfd02c56b4af00823f9c,75,0,true,50,false,30.0,0.0.3
1371167412050,e340cc321d1603920348ce1bb647d2c1,100,0,true,3,false,30.0,0.0.3
1371167412050,789c3be90b76d808cace5026e260ab1e,200,0,true,1,false,30.0,0.0.3
1371167412050,6d551d62c4247a50bd8e39c567ddbdd8,300,0,true,1,false,30.0,0.0.3
1371176415556,88dd6e61d0d47b7737eb506729f49440,10,0,false,0,false,50.0,0.0.3
1371176415556,7972ace7491caf79f6e7ebf2471d9ddd,35,0,true,75,false,50.0,0.0.3
1371176415556,a40e94035a0b0b590973bb1ccbda49ef,20,2,true,100,false,50.0,0.0.3
1371176415556,fcd4a10b15512ef2cdd3b8c6f190f681,50,0,true,150,false,50.0,0.0.3
1371176415556,50566401fd6ebfd02c56b4af00823f9c,75,0,true,50,false,50.0,0.0.3
1371176415556,e340cc321d1603920348ce1bb647d2c1,100,0,true,3,false,50.0,0.0.3
1371176415556,789c3be90b76d808cace5026e260ab1e,200,0,true,1,false,50.0,0.0.3
1371176415556,6d551d62c4247a50bd8e39c567ddbdd8,300,0,true,1,false,50.0,0.0.3
1371183617620,88dd6e61d0d47b7737eb506729f49440,10,1,false,0,false,60.0,0.0.3
1371183617620,a40e94035a0b0b590973bb1ccbda49ef,20,2,true,100,false,60.0,0.0.3
1371183617620,7972ace7491caf79f6e7ebf2471d9ddd,35,0,true,75,false,60.0,0.0.3
1371183617620,fcd4a10b15512ef2cdd3b8c6f190f681,50,0,true,150,false,60.0,0.0.3
1371183617620,50566401fd6ebfd02c56b4af00823f9c,75,0,true,50,false,60.0,0.0.3
1371183617620,e340cc321d1603920348ce1bb647d2c1,100,0,true,3,false,60.0,0.0.3
1371183617620,789c3be90b76d808cace5026e260ab1e,200,0,true,1,false,60.0,0.0.3
1371183617620,6d551d62c4247a50bd8e39c567ddbdd8,300,0,true,1,false,60.0,0.0.3
1371187815852,88dd6e61d0d47b7737eb506729f49440,10,1,false,0,false,80.0,0.0.3
1371187815852,50566401fd6ebfd02c56b4af00823f9c,75,0,true,50,false,80.0,0.0.3
1371187815852,fcd4a10b15512ef2cdd3b8c6f190f681,50,0,true,150,false,80.0,0.0.3
1371187815852,e340cc321d1603920348ce1bb647d2c1,100,0,true,3,false,80.0,0.0.3
1371187815852,7972ace7491caf79f6e7ebf2471d9ddd,35,0,true,75,false,80.0,0.0.3
1371187815852,a40e94035a0b0b590973bb1ccbda49ef,20,3,true,100,false,80.0,0.0.3
1371187815852,789c3be90b76d808cace5026e260ab1e,200,0,true,1,false,80.0,0.0.3
1371187815852,6d551d62c4247a50bd8e39c567ddbdd8,300,0,true,1,false,80.0,0.0.3
1371220823061,a40e94035a0b0b590973bb1ccbda49ef,20,4,true,100,false,100.0,0.0.3
1371220823061,88dd6e61d0d47b7737eb506729f49440,10,1,false,0,false,100.0,0.0.3
1371220823061,7972ace7491caf79f6e7ebf2471d9ddd,35,0,true,75,false,100.0,0.0.3
1371220823061,fcd4a10b15512ef2cdd3b8c6f190f681,50,0,true,150,false,100.0,0.0.3
1371220823061,e340cc321d1603920348ce1bb647d2c1,100,0,true,3,false,100.0,0.0.3
1371220823061,50566401fd6ebfd02c56b4af00823f9c,75,0,true,50,false,100.0,0.0.3
1371220823061,789c3be90b76d808cace5026e260ab1e,200,0,true,1,false,100.0,0.0.3
1371220823061,6d551d62c4247a50bd8e39c567ddbdd8,300,0,true,1,false,100.0,0.0.3
