1370145690755,7cd4601366a57027021c29cec7bcce9a,1,0,false,undefined,undefined,0.0
1370145690755,16c2cbf6c4b5ef9a118e0272d6840f64,5,0,false,undefined,undefined,0.0
1370145690755,421562d43e90a3542fd83dadec4f0cf9,15,0,false,undefined,undefined,0.0
1370145690755,19aae70f69247e86fa2ca24cf5bacff6,20,0,false,undefined,undefined,0.0
1370145690755,d3ab42e6494f3c263382b62d14f6b43d,30,0,false,undefined,undefined,0.0
1370145690755,0ce581ed8d83d8649d2d06138bbd1e41,50,0,false,undefined,undefined,0.0
1370145690755,2ccade192ff2f3b2879ede3e519cc485,75,0,false,undefined,undefined,0.0
1370145690755,dfe7c45f4c87838313cbd84002be09ad,100,0,false,undefined,undefined,0.0
1370145690755,750b88b7d3b113cb031c15d25f10f979,250,0,false,undefined,undefined,0.0
1370145690755,995163e59b5f38dd04e03d064a893f00,500,0,false,undefined,undefined,0.0
1370145690755,1713912dc75c33f198469329f6e21c07,500,0,true,1,false,0.0
1370147810894,7cd4601366a57027021c29cec7bcce9a,1,0,false,,,0.0
1370147810894,16c2cbf6c4b5ef9a118e0272d6840f64,5,0,false,,,0.0
1370147810894,421562d43e90a3542fd83dadec4f0cf9,15,0,false,,,0.0
1370147810894,19aae70f69247e86fa2ca24cf5bacff6,20,0,false,,,0.0
1370147810894,d3ab42e6494f3c263382b62d14f6b43d,30,0,false,,,0.0
1370147810894,0ce581ed8d83d8649d2d06138bbd1e41,50,0,false,,,0.0
1370147810894,2ccade192ff2f3b2879ede3e519cc485,75,0,false,,,0.0
1370147810894,dfe7c45f4c87838313cbd84002be09ad,100,0,false,,,0.0
1370147810894,750b88b7d3b113cb031c15d25f10f979,250,0,false,,,0.0
1370147810894,995163e59b5f38dd04e03d064a893f00,500,0,false,,,0.0
1370147810894,1713912dc75c33f198469329f6e21c07,500,0,true,1,false,0.0
1370147849846,7cd4601366a57027021c29cec7bcce9a,1,0,false,,,0.0
1370147849846,421562d43e90a3542fd83dadec4f0cf9,15,0,false,,,0.0
1370147849846,19aae70f69247e86fa2ca24cf5bacff6,20,0,false,,,0.0
1370147849846,0ce581ed8d83d8649d2d06138bbd1e41,50,0,false,,,0.0
1370147849846,dfe7c45f4c87838313cbd84002be09ad,100,0,false,,,0.0
1370147849846,2ccade192ff2f3b2879ede3e519cc485,75,0,false,,,0.0
1370147849846,750b88b7d3b113cb031c15d25f10f979,250,0,false,,,0.0
1370147849846,995163e59b5f38dd04e03d064a893f00,500,0,false,,,0.0
1370147849846,d3ab42e6494f3c263382b62d14f6b43d,30,0,false,,,0.0
1370147849846,16c2cbf6c4b5ef9a118e0272d6840f64,5,0,false,,,0.0
1370147849846,1713912dc75c33f198469329f6e21c07,500,0,true,1,false,0.0
1370148450466,7cd4601366a57027021c29cec7bcce9a,1,0,false,,,0.0
1370148450466,16c2cbf6c4b5ef9a118e0272d6840f64,5,0,false,,,0.0
1370148450466,421562d43e90a3542fd83dadec4f0cf9,15,0,false,,,0.0
1370148450466,d3ab42e6494f3c263382b62d14f6b43d,30,0,false,,,0.0
1370148450466,dfe7c45f4c87838313cbd84002be09ad,100,0,false,,,0.0
1370148450466,750b88b7d3b113cb031c15d25f10f979,250,0,false,,,0.0
1370148450466,995163e59b5f38dd04e03d064a893f00,500,0,false,,,0.0
1370148450466,1713912dc75c33f198469329f6e21c07,500,0,true,1,false,0.0
1370148450466,0ce581ed8d83d8649d2d06138bbd1e41,50,0,false,,,0.0
1370148450466,2ccade192ff2f3b2879ede3e519cc485,75,0,false,,,0.0
1370148450466,19aae70f69247e86fa2ca24cf5bacff6,20,0,false,,,0.0
