1369936209473,504fb863140a0e730b22644fa9a67d9b,99,376,FALSE,undefined,undefined,389006
1369936209473,9709dede30c068b8a0dad77c8fff33b0,65,644,TRUE,10000,FALSE,389006
1369936209473,f9902ec76ba381b2d0f9d2da6ba6722e,25,1376,TRUE,25000,FALSE,389006
1369936209473,6db53d5db606fd2bf46eec96da2b9a87,39,278,TRUE,10000,FALSE,389006
1369936209473,28f945afc12a64e3ad5689b2932a126c,200,270,TRUE,1000,FALSE,389006
1369936209473,b0a4bb2ee203138d7bf36c23f907d5f7,450,25,TRUE,500,FALSE,389006
1369936209473,41be6b2fcb87c65c71eabf4445171c96,650,8,TRUE,500,FALSE,389006
1369936209473,6eb16bc0adf917d50fe54321f46a9182,10,348,FALSE,undefined,undefined,389006
1369936209473,c770c8645363b2470bb23131edbc0863,1000,12,TRUE,500,FALSE,389006
1369936209473,77a6581696dcdaf812c32f622b0023e9,1750,5,TRUE,100,FALSE,389006
1369936209473,f4be09e0630c994be04ae27d5ee5e70d,2500,0,TRUE,200,FALSE,389006
1369936209473,755a6346f19b81062bf54cd03cdfea1f,5000,1,TRUE,50,FALSE,389006
1369936209473,b78a2f8fba41d803f3139ecd34e766c4,5000,5,TRUE,100,FALSE,389006
1369936209473,f6e26770a2180b65c280871737928602,10000,14,TRUE,50,FALSE,389006
1369936809356,6eb16bc0adf917d50fe54321f46a9182,10,353,FALSE,undefined,undefined,389831
1369936809356,f9902ec76ba381b2d0f9d2da6ba6722e,25,1379,TRUE,25000,FALSE,389831
1369936809356,6db53d5db606fd2bf46eec96da2b9a87,39,279,TRUE,10000,FALSE,389831
1369936809356,9709dede30c068b8a0dad77c8fff33b0,65,645,TRUE,10000,FALSE,389831
1369936809356,504fb863140a0e730b22644fa9a67d9b,99,380,FALSE,undefined,undefined,389831
1369936809356,b0a4bb2ee203138d7bf36c23f907d5f7,450,25,TRUE,500,FALSE,389831
1369936809356,41be6b2fcb87c65c71eabf4445171c96,650,8,TRUE,500,FALSE,389831
1369936809356,77a6581696dcdaf812c32f622b0023e9,1750,5,TRUE,100,FALSE,389831
1369936809356,755a6346f19b81062bf54cd03cdfea1f,5000,1,TRUE,50,FALSE,389831
1369936809356,f6e26770a2180b65c280871737928602,10000,14,TRUE,50,FALSE,389831
1369936809356,f4be09e0630c994be04ae27d5ee5e70d,2500,0,TRUE,200,FALSE,389831
1369936809356,c770c8645363b2470bb23131edbc0863,1000,12,TRUE,500,FALSE,389831
1369936809356,b78a2f8fba41d803f3139ecd34e766c4,5000,5,TRUE,100,FALSE,389831
1369936809356,28f945afc12a64e3ad5689b2932a126c,200,271,TRUE,1000,FALSE,389831
1369937408855,6eb16bc0adf917d50fe54321f46a9182,10,356,FALSE,undefined,undefined,391166
1369937408855,f9902ec76ba381b2d0f9d2da6ba6722e,25,1385,TRUE,25000,FALSE,391166
1369937408855,6db53d5db606fd2bf46eec96da2b9a87,39,281,TRUE,10000,FALSE,391166
1369937408855,9709dede30c068b8a0dad77c8fff33b0,65,647,TRUE,10000,FALSE,391166
1369937408855,504fb863140a0e730b22644fa9a67d9b,99,383,FALSE,undefined,undefined,391166
1369937408855,28f945afc12a64e3ad5689b2932a126c,200,271,TRUE,1000,FALSE,391166
1369937408855,41be6b2fcb87c65c71eabf4445171c96,650,9,TRUE,500,FALSE,391166
1369937408855,c770c8645363b2470bb23131edbc0863,1000,12,TRUE,500,FALSE,391166
1369937408855,b0a4bb2ee203138d7bf36c23f907d5f7,450,25,TRUE,500,FALSE,391166
1369937408855,77a6581696dcdaf812c32f622b0023e9,1750,5,TRUE,100,FALSE,391166
1369937408855,f4be09e0630c994be04ae27d5ee5e70d,2500,0,TRUE,200,FALSE,391166
1369937408855,755a6346f19b81062bf54cd03cdfea1f,5000,1,TRUE,50,FALSE,391166
1369937408855,b78a2f8fba41d803f3139ecd34e766c4,5000,5,TRUE,100,FALSE,391166
1369937408855,f6e26770a2180b65c280871737928602,10000,14,TRUE,50,FALSE,391166
1369938009229,6eb16bc0adf917d50fe54321f46a9182,10,358,FALSE,undefined,undefined,391815
1369938009229,f9902ec76ba381b2d0f9d2da6ba6722e,25,1393,TRUE,25000,FALSE,391815
1369938009229,504fb863140a0e730b22644fa9a67d9b,99,384,FALSE,undefined,undefined,391815
1369938009229,6db53d5db606fd2bf46eec96da2b9a87,39,281,TRUE,10000,FALSE,391815
1369938009229,9709dede30c068b8a0dad77c8fff33b0,65,649,TRUE,10000,FALSE,391815
1369938009229,28f945afc12a64e3ad5689b2932a126c,200,272,TRUE,1000,FALSE,391815
1369938009229,c770c8645363b2470bb23131edbc0863,1000,12,TRUE,500,FALSE,391815
1369938009229,77a6581696dcdaf812c32f622b0023e9,1750,5,TRUE,100,FALSE,391815
1369938009229,b0a4bb2ee203138d7bf36c23f907d5f7,450,25,TRUE,500,FALSE,391815
1369938009229,41be6b2fcb87c65c71eabf4445171c96,650,9,TRUE,500,FALSE,391815
1369938009229,f4be09e0630c994be04ae27d5ee5e70d,2500,0,TRUE,200,FALSE,391815
1369938009229,755a6346f19b81062bf54cd03cdfea1f,5000,1,TRUE,50,FALSE,391815
1369938009229,f6e26770a2180b65c280871737928602,10000,14,TRUE,50,FALSE,391815
1369938009229,b78a2f8fba41d803f3139ecd34e766c4,5000,5,TRUE,100,FALSE,391815
1369938608550,6eb16bc0adf917d50fe54321f46a9182,10,359,FALSE,undefined,undefined,392199
1369938608550,f9902ec76ba381b2d0f9d2da6ba6722e,25,1396,TRUE,25000,FALSE,392199
1369938608550,6db53d5db606fd2bf46eec96da2b9a87,39,282,TRUE,10000,FALSE,392199
1369938608550,9709dede30c068b8a0dad77c8fff33b0,65,653,TRUE,10000,FALSE,392199
1369938608550,504fb863140a0e730b22644fa9a67d9b,99,384,FALSE,undefined,undefined,392199
1369938608550,28f945afc12a64e3ad5689b2932a126c,200,272,TRUE,1000,FALSE,392199
1369938608550,b0a4bb2ee203138d7bf36c23f907d5f7,450,25,TRUE,500,FALSE,392199
1369938608550,41be6b2fcb87c65c71eabf4445171c96,650,9,TRUE,500,FALSE,392199
1369938608550,c770c8645363b2470bb23131edbc0863,1000,12,TRUE,500,FALSE,392199
1369938608550,77a6581696dcdaf812c32f622b0023e9,1750,5,TRUE,100,FALSE,392199
1369938608550,f4be09e0630c994be04ae27d5ee5e70d,2500,0,TRUE,200,FALSE,392199
1369938608550,755a6346f19b81062bf54cd03cdfea1f,5000,1,TRUE,50,FALSE,392199
1369938608550,b78a2f8fba41d803f3139ecd34e766c4,5000,5,TRUE,100,FALSE,392199
1369938608550,f6e26770a2180b65c280871737928602,10000,14,TRUE,50,FALSE,392199
1369939208311,6eb16bc0adf917d50fe54321f46a9182,10,363,FALSE,undefined,undefined,392692
1369939208311,f9902ec76ba381b2d0f9d2da6ba6722e,25,1401,TRUE,25000,FALSE,392692
1369939208311,6db53d5db606fd2bf46eec96da2b9a87,39,282,TRUE,10000,FALSE,392692
1369939208311,9709dede30c068b8a0dad77c8fff33b0,65,655,TRUE,10000,FALSE,392692
1369939208311,504fb863140a0e730b22644fa9a67d9b,99,386,FALSE,undefined,undefined,392692
1369939208311,28f945afc12a64e3ad5689b2932a126c,200,272,TRUE,1000,FALSE,392692
1369939208311,b0a4bb2ee203138d7bf36c23f907d5f7,450,25,TRUE,500,FALSE,392692
1369939208311,41be6b2fcb87c65c71eabf4445171c96,650,9,TRUE,500,FALSE,392692
1369939208311,c770c8645363b2470bb23131edbc0863,1000,12,TRUE,500,FALSE,392692
1369939208311,77a6581696dcdaf812c32f622b0023e9,1750,5,TRUE,100,FALSE,392692
1369939208311,f4be09e0630c994be04ae27d5ee5e70d,2500,0,TRUE,200,FALSE,392692
1369939208311,755a6346f19b81062bf54cd03cdfea1f,5000,1,TRUE,50,FALSE,392692
1369939208311,b78a2f8fba41d803f3139ecd34e766c4,5000,5,TRUE,100,FALSE,392692
1369939208311,f6e26770a2180b65c280871737928602,10000,14,TRUE,50,FALSE,392692
1369939808559,6eb16bc0adf917d50fe54321f46a9182,10,363,FALSE,undefined,undefined,393424
1369939808559,f9902ec76ba381b2d0f9d2da6ba6722e,25,1405,TRUE,25000,FALSE,393424
1369939808559,6db53d5db606fd2bf46eec96da2b9a87,39,283,TRUE,10000,FALSE,393424
1369939808559,9709dede30c068b8a0dad77c8fff33b0,65,658,TRUE,10000,FALSE,393424
1369939808559,504fb863140a0e730b22644fa9a67d9b,99,388,FALSE,undefined,undefined,393424
1369939808559,28f945afc12a64e3ad5689b2932a126c,200,273,TRUE,1000,FALSE,393424
1369939808559,c770c8645363b2470bb23131edbc0863,1000,12,TRUE,500,FALSE,393424
1369939808559,77a6581696dcdaf812c32f622b0023e9,1750,5,TRUE,100,FALSE,393424
1369939808559,41be6b2fcb87c65c71eabf4445171c96,650,9,TRUE,500,FALSE,393424
1369939808559,f4be09e0630c994be04ae27d5ee5e70d,2500,0,TRUE,200,FALSE,393424
1369939808559,755a6346f19b81062bf54cd03cdfea1f,5000,1,TRUE,50,FALSE,393424
1369939808559,b0a4bb2ee203138d7bf36c23f907d5f7,450,25,TRUE,500,FALSE,393424
1369939808559,b78a2f8fba41d803f3139ecd34e766c4,5000,5,TRUE,100,FALSE,393424
1369939808559,f6e26770a2180b65c280871737928602,10000,14,TRUE,50,FALSE,393424
1369940408259,6eb16bc0adf917d50fe54321f46a9182,10,365,FALSE,undefined,undefined,393947
1369940408259,f9902ec76ba381b2d0f9d2da6ba6722e,25,1417,TRUE,25000,FALSE,393947
1369940408259,6db53d5db606fd2bf46eec96da2b9a87,39,284,TRUE,10000,FALSE,393947
1369940408259,9709dede30c068b8a0dad77c8fff33b0,65,659,TRUE,10000,FALSE,393947
1369940408259,b0a4bb2ee203138d7bf36c23f907d5f7,450,25,TRUE,500,FALSE,393947
1369940408259,504fb863140a0e730b22644fa9a67d9b,99,389,FALSE,undefined,undefined,393947
1369940408259,28f945afc12a64e3ad5689b2932a126c,200,273,TRUE,1000,FALSE,393947
1369940408259,77a6581696dcdaf812c32f622b0023e9,1750,5,TRUE,100,FALSE,393947
1369940408259,c770c8645363b2470bb23131edbc0863,1000,12,TRUE,500,FALSE,393947
1369940408259,755a6346f19b81062bf54cd03cdfea1f,5000,1,TRUE,50,FALSE,393947
1369940408259,f6e26770a2180b65c280871737928602,10000,14,TRUE,50,FALSE,393947
1369940408259,b78a2f8fba41d803f3139ecd34e766c4,5000,5,TRUE,100,FALSE,393947
1369940408259,f4be09e0630c994be04ae27d5ee5e70d,2500,0,TRUE,200,FALSE,393947
1369940408259,41be6b2fcb87c65c71eabf4445171c96,650,9,TRUE,500,FALSE,393947
1369941009071,6eb16bc0adf917d50fe54321f46a9182,10,366,FALSE,undefined,undefined,395368
1369941009071,f9902ec76ba381b2d0f9d2da6ba6722e,25,1422,TRUE,25000,FALSE,395368
1369941009071,9709dede30c068b8a0dad77c8fff33b0,65,661,TRUE,10000,FALSE,395368
1369941009071,6db53d5db606fd2bf46eec96da2b9a87,39,288,TRUE,10000,FALSE,395368
1369941009071,504fb863140a0e730b22644fa9a67d9b,99,389,FALSE,undefined,undefined,395368
1369941009071,28f945afc12a64e3ad5689b2932a126c,200,273,TRUE,1000,FALSE,395368
1369941009071,b0a4bb2ee203138d7bf36c23f907d5f7,450,25,TRUE,500,FALSE,395368
1369941009071,41be6b2fcb87c65c71eabf4445171c96,650,9,TRUE,500,FALSE,395368
1369941009071,c770c8645363b2470bb23131edbc0863,1000,13,TRUE,500,FALSE,395368
1369941009071,77a6581696dcdaf812c32f622b0023e9,1750,5,TRUE,100,FALSE,395368
1369941009071,f4be09e0630c994be04ae27d5ee5e70d,2500,0,TRUE,200,FALSE,395368
1369941009071,755a6346f19b81062bf54cd03cdfea1f,5000,1,TRUE,50,FALSE,395368
1369941009071,b78a2f8fba41d803f3139ecd34e766c4,5000,5,TRUE,100,FALSE,395368
1369941009071,f6e26770a2180b65c280871737928602,10000,14,TRUE,50,FALSE,395368
1369941609289,6eb16bc0adf917d50fe54321f46a9182,10,366,FALSE,undefined,undefined,395967
