1370145691062,de34dd5f35f2859852b7da6d5fabde98,100,0,false,undefined,undefined,1649.0
1370145691062,60a852979297ed902cac9192751de7b7,30,4,false,undefined,undefined,1649.0
1370145691062,ddff84d85f019c59bda184ce5d96b624,20,2,false,undefined,undefined,1649.0
1370145691062,cc7e378cdda49f84ad4070ac2fbf6a98,2000,0,false,undefined,undefined,1649.0
1370145691062,616dcaaa9175892c8e026173035f88fd,50,6,false,undefined,undefined,1649.0
1370145691062,45658392116b634986810ca9083f7529,500,1,false,undefined,undefined,1649.0
1370145691062,c9a421683200ccf38acadbf5d0f09389,5,4,false,undefined,undefined,1649.0
1370145691062,07f2e74c26171985fc640b4fcd1fa23d,1000,0,false,undefined,undefined,1649.0
1370147811527,c9a421683200ccf38acadbf5d0f09389,5,4,false,,,1649.0
1370147811527,ddff84d85f019c59bda184ce5d96b624,20,2,false,,,1649.0
1370147811527,de34dd5f35f2859852b7da6d5fabde98,100,0,false,,,1649.0
1370147811527,60a852979297ed902cac9192751de7b7,30,4,false,,,1649.0
1370147811527,616dcaaa9175892c8e026173035f88fd,50,6,false,,,1649.0
1370147811527,45658392116b634986810ca9083f7529,500,1,false,,,1649.0
1370147811527,07f2e74c26171985fc640b4fcd1fa23d,1000,0,false,,,1649.0
1370147811527,cc7e378cdda49f84ad4070ac2fbf6a98,2000,0,false,,,1649.0
1370147850422,c9a421683200ccf38acadbf5d0f09389,5,4,false,,,1649.0
1370147850422,ddff84d85f019c59bda184ce5d96b624,20,2,false,,,1649.0
1370147850422,de34dd5f35f2859852b7da6d5fabde98,100,0,false,,,1649.0
1370147850422,60a852979297ed902cac9192751de7b7,30,4,false,,,1649.0
1370147850422,45658392116b634986810ca9083f7529,500,1,false,,,1649.0
1370147850422,07f2e74c26171985fc640b4fcd1fa23d,1000,0,false,,,1649.0
1370147850422,616dcaaa9175892c8e026173035f88fd,50,6,false,,,1649.0
1370147850422,cc7e378cdda49f84ad4070ac2fbf6a98,2000,0,false,,,1649.0
1370148451155,c9a421683200ccf38acadbf5d0f09389,5,4,false,,,1649.0
1370148451155,ddff84d85f019c59bda184ce5d96b624,20,2,false,,,1649.0
1370148451155,de34dd5f35f2859852b7da6d5fabde98,100,0,false,,,1649.0
1370148451155,616dcaaa9175892c8e026173035f88fd,50,6,false,,,1649.0
1370148451155,45658392116b634986810ca9083f7529,500,1,false,,,1649.0
1370148451155,60a852979297ed902cac9192751de7b7,30,4,false,,,1649.0
1370148451155,07f2e74c26171985fc640b4fcd1fa23d,1000,0,false,,,1649.0
1370148451155,cc7e378cdda49f84ad4070ac2fbf6a98,2000,0,false,,,1649.0
1370149553575,c9a421683200ccf38acadbf5d0f09389,5,4,false,0,false,1649.0
1370149553575,60a852979297ed902cac9192751de7b7,30,4,false,0,false,1649.0
1370149553575,ddff84d85f019c59bda184ce5d96b624,20,2,false,0,false,1649.0
1370149553575,616dcaaa9175892c8e026173035f88fd,50,6,false,0,false,1649.0
1370149553575,de34dd5f35f2859852b7da6d5fabde98,100,0,false,0,false,1649.0
1370149553575,45658392116b634986810ca9083f7529,500,1,false,0,false,1649.0
1370149553575,cc7e378cdda49f84ad4070ac2fbf6a98,2000,0,false,0,false,1649.0
1370149553575,07f2e74c26171985fc640b4fcd1fa23d,1000,0,false,0,false,1649.0
1370150152870,ddff84d85f019c59bda184ce5d96b624,20,2,false,0,false,1649.0
1370150152870,60a852979297ed902cac9192751de7b7,30,4,false,0,false,1649.0
1370150152870,c9a421683200ccf38acadbf5d0f09389,5,4,false,0,false,1649.0
1370150152870,616dcaaa9175892c8e026173035f88fd,50,6,false,0,false,1649.0
1370150152870,de34dd5f35f2859852b7da6d5fabde98,100,0,false,0,false,1649.0
1370150152870,45658392116b634986810ca9083f7529,500,1,false,0,false,1649.0
1370150152870,07f2e74c26171985fc640b4fcd1fa23d,1000,0,false,0,false,1649.0
1370150152870,cc7e378cdda49f84ad4070ac2fbf6a98,2000,0,false,0,false,1649.0
1370150754251,c9a421683200ccf38acadbf5d0f09389,5,4,false,0,false,1649.0
1370150754251,60a852979297ed902cac9192751de7b7,30,4,false,0,false,1649.0
1370150754251,ddff84d85f019c59bda184ce5d96b624,20,2,false,0,false,1649.0
1370150754251,616dcaaa9175892c8e026173035f88fd,50,6,false,0,false,1649.0
1370150754251,de34dd5f35f2859852b7da6d5fabde98,100,0,false,0,false,1649.0
1370150754251,45658392116b634986810ca9083f7529,500,1,false,0,false,1649.0
1370150754251,07f2e74c26171985fc640b4fcd1fa23d,1000,0,false,0,false,1649.0
1370150754251,cc7e378cdda49f84ad4070ac2fbf6a98,2000,0,false,0,false,1649.0
1370151354154,c9a421683200ccf38acadbf5d0f09389,5,4,false,0,false,1649.0
1370151354154,60a852979297ed902cac9192751de7b7,30,4,false,0,false,1649.0
1370151354154,ddff84d85f019c59bda184ce5d96b624,20,2,false,0,false,1649.0
1370151354154,616dcaaa9175892c8e026173035f88fd,50,6,false,0,false,1649.0
1370151354154,de34dd5f35f2859852b7da6d5fabde98,100,0,false,0,false,1649.0
