1370145690073,47d60160f506b1d590aac5d0c2b7d851,10,2,false,undefined,undefined,360.0
1370145690073,9daa0e41a7dbcacbdde8ba1545de37fc,5,0,false,undefined,undefined,360.0
1370145690073,093d2212c662df7a5209c12233126b03,25,0,false,undefined,undefined,360.0
1370145690073,ea97983964a1c94b38c237b95dfe772e,100,0,false,undefined,undefined,360.0
1370145690073,23d63c6d61533f8f8fc34321eae7bec9,500,0,false,undefined,undefined,360.0
1370145690073,f8f719a88468f68300954b33c123e33e,1000,0,false,undefined,undefined,360.0
1370145690073,bb0b80ef7ef9f7dfd210433fd9e051d2,50,0,false,undefined,undefined,360.0
1370147810679,9daa0e41a7dbcacbdde8ba1545de37fc,5,0,false,,,360.0
1370147810679,47d60160f506b1d590aac5d0c2b7d851,10,2,false,,,360.0
1370147810679,ea97983964a1c94b38c237b95dfe772e,100,0,false,,,360.0
1370147810679,23d63c6d61533f8f8fc34321eae7bec9,500,0,false,,,360.0
1370147810679,bb0b80ef7ef9f7dfd210433fd9e051d2,50,0,false,,,360.0
1370147810679,093d2212c662df7a5209c12233126b03,25,0,false,,,360.0
1370147810679,f8f719a88468f68300954b33c123e33e,1000,0,false,,,360.0
1370147849310,9daa0e41a7dbcacbdde8ba1545de37fc,5,0,false,,,360.0
1370147849310,47d60160f506b1d590aac5d0c2b7d851,10,2,false,,,360.0
1370147849310,ea97983964a1c94b38c237b95dfe772e,100,0,false,,,360.0
1370147849310,093d2212c662df7a5209c12233126b03,25,0,false,,,360.0
1370147849310,23d63c6d61533f8f8fc34321eae7bec9,500,0,false,,,360.0
1370147849310,f8f719a88468f68300954b33c123e33e,1000,0,false,,,360.0
1370147849310,bb0b80ef7ef9f7dfd210433fd9e051d2,50,0,false,,,360.0
1370148449744,9daa0e41a7dbcacbdde8ba1545de37fc,5,0,false,,,360.0
1370148449744,47d60160f506b1d590aac5d0c2b7d851,10,2,false,,,360.0
1370148449744,23d63c6d61533f8f8fc34321eae7bec9,500,0,false,,,360.0
1370148449744,ea97983964a1c94b38c237b95dfe772e,100,0,false,,,360.0
1370148449744,f8f719a88468f68300954b33c123e33e,1000,0,false,,,360.0
1370148449744,bb0b80ef7ef9f7dfd210433fd9e051d2,50,0,false,,,360.0
1370148449744,093d2212c662df7a5209c12233126b03,25,0,false,,,360.0
1370149552331,9daa0e41a7dbcacbdde8ba1545de37fc,5,0,false,0,false,360.0
1370149552331,47d60160f506b1d590aac5d0c2b7d851,10,2,false,0,false,360.0
1370149552331,093d2212c662df7a5209c12233126b03,25,0,false,0,false,360.0
1370149552331,bb0b80ef7ef9f7dfd210433fd9e051d2,50,0,false,0,false,360.0
1370149552331,ea97983964a1c94b38c237b95dfe772e,100,0,false,0,false,360.0
1370149552331,23d63c6d61533f8f8fc34321eae7bec9,500,0,false,0,false,360.0
1370149552331,f8f719a88468f68300954b33c123e33e,1000,0,false,0,false,360.0
1370150151859,9daa0e41a7dbcacbdde8ba1545de37fc,5,0,false,0,false,360.0
1370150151859,47d60160f506b1d590aac5d0c2b7d851,10,2,false,0,false,360.0
1370150151859,093d2212c662df7a5209c12233126b03,25,0,false,0,false,360.0
1370150151859,bb0b80ef7ef9f7dfd210433fd9e051d2,50,0,false,0,false,360.0
1370150151859,ea97983964a1c94b38c237b95dfe772e,100,0,false,0,false,360.0
1370150151859,23d63c6d61533f8f8fc34321eae7bec9,500,0,false,0,false,360.0
1370150151859,f8f719a88468f68300954b33c123e33e,1000,0,false,0,false,360.0
1370150752759,9daa0e41a7dbcacbdde8ba1545de37fc,5,0,false,0,false,360.0
1370150752759,47d60160f506b1d590aac5d0c2b7d851,10,2,false,0,false,360.0
1370150752759,093d2212c662df7a5209c12233126b03,25,0,false,0,false,360.0
1370150752759,bb0b80ef7ef9f7dfd210433fd9e051d2,50,0,false,0,false,360.0
1370150752759,ea97983964a1c94b38c237b95dfe772e,100,0,false,0,false,360.0
1370150752759,23d63c6d61533f8f8fc34321eae7bec9,500,0,false,0,false,360.0
1370150752759,f8f719a88468f68300954b33c123e33e,1000,0,false,0,false,360.0
1370151352541,bb0b80ef7ef9f7dfd210433fd9e051d2,50,0,false,0,false,360.0
1370151352541,47d60160f506b1d590aac5d0c2b7d851,10,2,false,0,false,360.0
1370151352541,093d2212c662df7a5209c12233126b03,25,0,false,0,false,360.0
1370151352541,ea97983964a1c94b38c237b95dfe772e,100,0,false,0,false,360.0
1370151352541,23d63c6d61533f8f8fc34321eae7bec9,500,0,false,0,false,360.0
1370151352541,f8f719a88468f68300954b33c123e33e,1000,0,false,0,false,360.0
1370151352541,9daa0e41a7dbcacbdde8ba1545de37fc,5,0,false,0,false,360.0
1370151952718,9daa0e41a7dbcacbdde8ba1545de37fc,5,0,false,0,false,360.0
1370151952718,47d60160f506b1d590aac5d0c2b7d851,10,2,false,0,false,360.0
1370151952718,093d2212c662df7a5209c12233126b03,25,0,false,0,false,360.0
1370151952718,bb0b80ef7ef9f7dfd210433fd9e051d2,50,0,false,0,false,360.0
1370151952718,ea97983964a1c94b38c237b95dfe772e,100,0,false,0,false,360.0
1370151952718,23d63c6d61533f8f8fc34321eae7bec9,500,0,false,0,false,360.0
1370151952718,f8f719a88468f68300954b33c123e33e,1000,0,false,0,false,360.0
1370152552475,093d2212c662df7a5209c12233126b03,25,0,false,0,false,360.0
1370152552475,bb0b80ef7ef9f7dfd210433fd9e051d2,50,0,false,0,false,360.0
1370152552475,ea97983964a1c94b38c237b95dfe772e,100,0,false,0,false,360.0
1370152552475,23d63c6d61533f8f8fc34321eae7bec9,500,0,false,0,false,360.0
1370152552475,9daa0e41a7dbcacbdde8ba1545de37fc,5,0,false,0,false,360.0
1370152552475,47d60160f506b1d590aac5d0c2b7d851,10,2,false,0,false,360.0
1370152552475,f8f719a88468f68300954b33c123e33e,1000,0,false,0,false,360.0
1370153152283,9daa0e41a7dbcacbdde8ba1545de37fc,5,0,false,0,false,360.0
1370153152283,093d2212c662df7a5209c12233126b03,25,0,false,0,false,360.0
1370153152283,47d60160f506b1d590aac5d0c2b7d851,10,2,false,0,false,360.0
1370153152283,bb0b80ef7ef9f7dfd210433fd9e051d2,50,0,false,0,false,360.0
1370153152283,ea97983964a1c94b38c237b95dfe772e,100,0,false,0,false,360.0
1370153152283,23d63c6d61533f8f8fc34321eae7bec9,500,0,false,0,false,360.0
1370153152283,f8f719a88468f68300954b33c123e33e,1000,0,false,0,false,360.0
1370153752551,9daa0e41a7dbcacbdde8ba1545de37fc,5,0,false,0,false,360.0
1370153752551,47d60160f506b1d590aac5d0c2b7d851,10,2,false,0,false,360.0
1370153752551,093d2212c662df7a5209c12233126b03,25,0,false,0,false,360.0
1370153752551,bb0b80ef7ef9f7dfd210433fd9e051d2,50,0,false,0,false,360.0
1370153752551,ea97983964a1c94b38c237b95dfe772e,100,0,false,0,false,360.0
1370153752551,23d63c6d61533f8f8fc34321eae7bec9,500,0,false,0,false,360.0
1370153752551,f8f719a88468f68300954b33c123e33e,1000,0,false,0,false,360.0
1370154352032,093d2212c662df7a5209c12233126b03,25,0,false,0,false,360.0
1370154352032,bb0b80ef7ef9f7dfd210433fd9e051d2,50,0,false,0,false,360.0
1370154352032,23d63c6d61533f8f8fc34321eae7bec9,500,0,false,0,false,360.0
1370154352032,ea97983964a1c94b38c237b95dfe772e,100,0,false,0,false,360.0
1370154352032,9daa0e41a7dbcacbdde8ba1545de37fc,5,0,false,0,false,360.0
1370154352032,f8f719a88468f68300954b33c123e33e,1000,0,false,0,false,360.0
1370154352032,47d60160f506b1d590aac5d0c2b7d851,10,2,false,0,false,360.0
